,digraph,inter-key,uut,ddt
19593,ir,-423,56,144
19594,ti,-352,64,312
19595,yt,-216,192,320
19596,fy,-568,64,256
19597,of,-240,24,159
19598,ro,-152,352,264
19599,tr,-344,112,128
19600,ht,-168,216,113
19601,eh,-225,56,255
19602,se,-416,1072,136
19603,as,-232,64,296
19604,ma,-248,368,160
19605,em,-264,256,1312
19606,re,-1304,216,408
19607,er,-296,249,200
19608,ae,-352,288,104
19609,sa,-376,176,104
19610,os,-256,256,776
19611,no,-264,144,200
19612,da,8,80,176
19613,ad,-312,296,129
19614,ra,-264,144,168
19615,kr,-568,352,296
19616,ok,-368,176,144
19617,fo,-168,184,992
19618,tf,-312,408,719
19619,ht,-136,168,153
19620,eh,-176,56,208
19621,me,-384,160,184
19622,om,-312,776,129
19623,no,-312,144,992
19624,no,849,176,136
19625,on,-1265,71,136
19626,no,-280,176,176
19627,on,-448,352,303
19628,no,-184,256,1152
19629,tn,-624,960,136
19630,ht,-192,736,104
19631,eh,-176,71,136
19632,se,-792,232,392
19633,ts,-320,200,112
19634,it,-264,71,889
19635,xi,-264,960,1432
19636,ix,-1072,72,152
19637,xi,-256,96,384
19638,ix,-951,104,168
19639,xi,-512,336,169
19640,tx,-368,1225,128
19641,ht,-336,72,320
19642,eh,-368,72,176
19643,oe,-384,72,968
19644,fo,-264,392,191
19645,jf,-648,112,344
19646,oj,-272,96,1256
19647,uo,-288,1440,432
19648,un,128,120,176
19649,nu,-311,384,784
19650,en,-417,112,256
19651,ie,-456,144,152
19652,ni,-160,144,552
19653,an,-377,320,200
19654,ka,-639,136,72
19655,ek,-256,1000,65
19656,ne,-192,184,112
19657,wn,-328,328,136
19658,ow,-208,1240,48
19659,ro,-184,448,160
19660,kr,-264,208,345
19661,tk,-560,728,192
19662,ht,-240,288,191
19663,ph,-912,120,298
19664,up,-304,560,520
19665,lu,-544,200,207
19666,li,72,88,337
19667,il,-296,112,992
19668,ni,-192,64,104
19669,gn,-224,96,96
19670,lg,-632,40,48
19671,ol,-296,216,64
19672,go,-232,272,880
19673,sg,-560,200,104
19674,cs,-816,184,176
19675,ac,-240,255,1225
19676,ba,-784,455,337
19677,ob,-264,224,536
19678,io,-1176,352,967
19679,oi,-103,600,104
19680,vi,-183,112,1080
19681,ev,-272,144,160
19682,re,-200,40,120
19683,vr,-1209,152,96
19684,ev,-320,888,920
19685,re,-320,160,335
19686,pr,-792,176,104
19687,ep,-753,1233,208
19688,te,-304,352,168
19689,et,-440,528,1064
19690,we,-623,992,176
19691,iw,-231,80,288
19692,ti,-183,1112,216
19693,ht,-142,248,224
19694,at,-702,176,448
19695,ra,-615,0,216
19696,er,-264,1000,23
19697,fe,-528,384,337
19698,ef,-304,136,856
19699,re,-215,224,40
19700,or,-584,159,136
19701,no,-240,1032,232
19702,in,-584,136,192
19703,ni,-200,281,40
19704,an,-409,160,137
19705,ga,-2088,224,112
19706,ig,-424,520,120
19707,mi,-272,208,160
19708,my,136,41,160
19709,ym,-305,352,144
19710,hy,-744,880,224
19711,ah,-336,48,88
19712,ua,-248,96,337
19713,lu,-712,216,56
19714,il,-264,192,152
19715,ni,-176,64,144
19716,gn,-224,128,1368
19717,hg,-960,64,1368
19718,oh,-608,136,992
19719,go,-320,184,856
19720,sg,-512,216,191
19721,ws,-1008,152,72
19722,ew,-232,216,337
19723,we,-496,80,536
19724,aw,-744,352,967
19725,sa,-360,80,128
19726,hs,-552,111,289
19727,eh,-264,184,889
19728,ae,-352,1384,176
19729,da,-312,1384,335
19730,ed,-248,960,231
19731,de,-256,880,832
19732,fd,-384,192,80
19733,of,-256,81,168
19734,ro,-160,352,112
19735,rb,248,528,968
19736,br,-464,992,224
19737,eb,-272,72,128
19738,ae,-240,296,201
19739,ra,-880,96,56
19740,or,-1039,160,64
19741,no,-200,384,128
19742,in,-808,312,88
19743,1i,-1671,864,88
19744,01,-431,0,120
19745,b0,-1360,152,184
19746,ob,-281,144,288
19747,uo,-184,1000,200
19748,tu,-208,280,16
19749,at,-463,128,160
19750,ma,-591,264,208
19751,im,-296,80,216
19752,li,-432,49,104
19753,el,-464,104,152
19754,oe,-448,72,23
19755,uo,-223,112,136
19756,tu,-208,136,392
19757,ta,752,208,560
19758,at,-944,336,88
19759,sa,-600,232,192
19760,hs,-232,248,1256
19761,ah,-256,80,128
19762,ka,-280,169,48
19763,ek,-304,192,144
19764,ye,-352,208,224
19765,ty,-1264,112,97
19766,ot,-320,120,288
19767,wo,-320,41,128
19768,nw,-672,128,104
19769,in,-1560,880,160
19770,si,-480,568,192
19771,as,-568,153,169
19772,ia,-464,161,432
19773,di,-265,1240,48
19774,pd,-488,160,176
19775,ip,-376,48,151
19776,gi,-552,144,96
19777,pg,-680,216,288
19778,ep,-240,120,104
19779,ne,-376,336,2
19780,tn,-409,72,216
19781,ht,-224,48,96
19782,ih,-296,216,200
19783,si,-312,208,744
19784,hs,-711,144,208
19785,eh,-240,448,192
19786,re,-960,152,120
19787,er,-248,16,672
19788,se,-952,159,55
19789,ts,-944,176,168
19790,ht,-272,336,889
19791,eh,-167,160,1737
19792,re,-727,1072,119
19793,ur,-239,168,191
19794,bu,-303,144,128
19795,gb,-271,208,152
19796,bg,-88,800,120
19797,eg,-369,232,464
19798,re,-272,337,119
19799,er,-855,88,160
19800,re,-160,744,224
19801,dr,-463,64,96
19802,ud,-280,240,224
19803,cu,-343,953,720
19804,kc,-352,1664,176
19805,ak,-417,121,968
19806,na,-248,192,192
19807,dn,-199,168,264
19808,id,-528,152,64
19809,ot,-911,136,288
19810,dt,-1078,424,992
19811,ao,-488,121,104
19812,yd,-393,144,104
19813,ia,-737,216,192
19814,wy,-1039,64,336
19815,oi,-663,264,480
19816,rw,-520,711,104
19817,ko,-527,136,104
19818,kr,-1071,1000,191
19819,ek,-1128,161,176
19820,ak,-592,256,248
19821,ue,-1128,72,1408
19822,pa,-1032,336,23
19823,au,-776,960,136
19824,rp,-784,96,89
19825,oa,-464,64,967
19826,ur,-384,208,432
19827,no,-424,304,151
19828,du,-448,512,96
19829,9n,-1056,96,56
19830,ad,-1288,64,104
19831,m9,-480,192,376
19832,ia,-512,176,152
19833,nm,-528,256,232
19834,ti,-528,1416,408
19835,hn,-456,41,152
19836,et,-352,128,72
19837,mh,-466,80,152
19838,oe,-464,992,72
19839,rm,-360,448,152
19840,no,-552,159,169
19841,ir,-568,104,127
19842,ni,-176,64,161
19843,gi,-345,160,88
19844,tn,-1016,248,176
19845,hg,-928,352,64
19846,et,-360,112,584
19847,nh,-344,232,119
19848,ie,-753,424,2
19849,gn,-1065,168,968
19850,ai,-680,64,192
19851,vg,-496,168,689
19852,ea,-584,64,88
19853,av,-624,168,392
19854,ce,-672,144,120
19855,ac,-311,128,208
19856,lc,-351,184,967
19857,la,-374,112,1064
19858,tl,-607,224,889
19859,ol,-552,40,192
19860,mt,-448,511,80
19861,ao,-496,121,152
19862,ym,-360,1072,151
19863,ya,-1840,1000,144
19864,my,-2008,352,56
19865,oy,-568,704,104
19866,tm,-384,64,56
19867,ho,-376,880,456
19868,et,-472,136,56
19869,rh,-360,224,280
19870,be,-1360,992,56
19871,ur,-1360,1032,280
19872,tb,-408,953,56
19873,iu,-687,352,280
19874,at,-759,56,176
19875,ci,-1239,167,88
19876,oa,-1112,159,191
19877,uc,-256,136,144
19878,lo,-384,64,144
19879,du,-559,160,271
19880,nl,-496,112,137
19881,td,-1280,504,168
19882,rn,-1752,72,120
19883,et,-832,296,48
19884,ar,-456,72,64
19885,he,-536,296,63
19886,ca,-1448,72,1047
19887,hc,-192,296,56
19888,hc,-896,215,136
19889,eh,-1008,64,169
19890,rh,-336,192,80
19891,te,-944,256,1080
19892,hr,-904,136,208
19893,et,-376,216,472
19894,nh,-344,128,80
19895,ie,-1080,160,1616
19896,qn,-1824,136,176
19897,ui,-968,40,304
19898,iq,-576,56,216
19899,cu,-1121,72,87
19900,ki,-841,1096,689
19901,lc,-576,72,264
19902,yk,-592,128,72
19903,hl,-800,144,192
19904,ay,-648,56,128
19905,dh,-424,1112,224
19906,ma,-496,192,376
19907,yd,-528,200,176
19908,bm,-936,112,200
19909,ry,-1000,1528,80
19910,eb,-496,136,104
19911,ar,-432,360,192
19912,ke,-424,160,688
19913,fa,-648,33,16
19914,ak,-664,704,629
19915,sf,-456,272,192
19916,ta,-448,41,768
19917,as,-1360,161,120
19918,nt,-1232,104,120
19919,da,-384,224,216
19920,cn,-752,392,137
19921,ad,-800,224,112
19922,mc,-376,208,536
19923,ea,-448,72,104
19924,tm,-656,64,1328
19925,oe,-473,168,392
19926,to,-423,712,448
19927,ho,-560,80,889
19928,et,-375,648,680
19929,lh,-543,184,120
19930,ae,-599,768,167
19931,bl,-431,88,120
19932,ia,-1143,136,167
19933,cb,-1601,208,120
19934,oi,-832,152,1008
19935,nc,-312,72,73
19936,do,-425,528,143
19937,in,-392,160,65
19938,td,-1480,1384,127
19939,it,-376,392,57
19940,nt,-552,432,119
19941,ui,-455,953,240
19942,en,-832,688,1040
19943,du,-888,184,240
19944,we,-648,399,1040
19945,id,-552,184,240
19946,rw,-368,399,1040
19947,ri,-888,184,240
19948,ir,-960,1048,200
19949,tr,-375,80,167
19950,it,-343,104,224
19951,nt,-487,65,80
19952,gi,-360,103,231
19953,mn,-464,256,176
19954,yg,-552,1056,129
19955,rm,-968,256,112
19956,ey,-808,1056,536
19957,mr,-320,256,176
19958,se,-985,1056,176
19959,um,-889,256,160
19960,ms,-385,1056,216
19961,eu,-408,256,48
19962,im,-1184,192,192
19963,ne,-1384,399,129
19964,ei,-559,224,144
19965,en,-432,72,240
19966,de,-448,224,392
19967,te,-608,176,88
19968,od,-560,71,192
19969,st,-624,72,584
19970,eo,-704,528,104
19971,ns,-360,160,648
19972,de,-360,176,456
19973,in,-600,304,1504
19974,td,-656,216,64
19975,ti,-728,56,1306
19976,ot,-728,184,231
19977,dt,-368,71,208
19978,ao,-472,256,121
19979,yd,-344,256,1455
19980,ia,-1584,880,184
19981,ty,-2616,80,200
19982,hi,-1239,192,191
19983,nt,-400,511,56
19984,eh,-519,160,424
19985,en,-1344,648,856
19986,ne,-728,504,80
19987,we,-504,1576,152
19988,nw,-440,40,80
19989,ew,-816,1325,89
19990,en,-1208,224,89
19991,ne,-992,207,88
19992,te,-544,112,64
19993,tn,-1176,1464,584
19994,ot,-520,168,176
19995,to,-344,192,176
19996,ho,-400,192,192
19997,et,-328,96,1064
19998,wh,-720,440,112
19999,ie,-816,880,152
20000,rw,-352,112,104
20001,tr,-768,96,280
20002,it,-168,80,856
20003,nt,-312,79,40
20004,gi,-568,96,87
20005,cn,-752,80,560
20006,lg,-936,40,1440
20007,ac,-696,511,200
20008,sl,-464,136,447
20009,sa,-552,176,192
20010,od,-144,161,120
20011,do,-280,1032,576
20012,od,-168,112,424
20013,do,-263,192,280
20014,od,-200,88,168
20015,id,-1440,280,376
20016,fo,-1431,880,65
20017,if,-1146,80,80
20018,sf,-1577,33,136
20019,pi,-632,568,464
20020,es,-263,1504,152
20021,np,-271,192,400
20022,de,-281,480,88
20023,mn,-408,161,168
20024,yd,-543,80,976
20025,wm,-576,576,248
20026,hy,-448,448,104
20027,ow,-209,280,224
20028,lh,-279,168,120
20029,eo,-329,392,80
20030,tl,-289,112,152
20031,ie,-312,64,136
20032,mt,-240,128,120
20033,ei,-201,424,128
20034,wm,-336,176,1167
20035,re,-392,432,304
20036,iw,-351,64,159
20037,tr,-328,152,744
20038,it,-216,1014,1504
20039,nt,-272,232,1455
20040,gi,-240,104,152
20041,dn,-376,216,536
20042,og,-344,72,192
20043,do,-256,88,688
20044,od,-152,120,1008
20045,do,-272,176,184
20046,od,-167,136,64
20047,do,-569,152,232
20048,od,-176,1159,480
20049,ed,-288,360,191
20050,so,-256,176,176
20051,te,-304,800,248
20052,hs,-328,1576,192
20053,it,-248,1464,80
20054,sh,-224,112,144
20055,ci,-873,528,304
20056,os,-840,168,208
20057,uc,-200,712,160
20058,no,-263,1048,176
20059,tu,-296,168,144
20060,on,-1560,72,192
20061,rt,-1592,216,1328
20062,do,-440,489,272
20063,or,-416,192,144
20064,id,-440,176,96
20065,ho,-560,256,4976
20066,ai,-280,168,55
20067,vh,-288,80,352
20068,ea,-256,256,560
20069,tv,-320,280,448
20070,oe,-336,232,56
20071,vt,-440,184,96
20072,ao,-536,136,392
20073,rv,-304,152,120
20074,ya,-264,168,72
20075,wr,-416,1384,96
20076,hy,-392,263,152
20077,aw,-232,144,120
20078,th,-208,24,80
20079,ia,-352,5064,176
20080,ti,-232,40,144
20081,oi,-288,24,128
20082,yt,-664,568,192
20083,po,-680,432,40
20084,ey,-344,8,576
20085,ap,-392,96,400
20086,ne,-384,880,280
20087,da,-232,136,400
20088,sn,-312,48,824
20089,ad,-664,24,80
20090,ys,-600,112,720
20091,sa,-424,120,128
20092,oy,-376,64,688
20093,ms,-200,159,224
20094,eo,-176,144,144
20095,tm,-207,104,104
20096,he,-168,161,88
20097,it,-248,80,192
20098,nh,-256,576,1080
20099,gi,-241,432,296
20100,ln,-319,280,184
20101,ig,-279,472,200
20102,kl,-296,824,170
20103,ei,-280,112,192
20104,dk,-343,736,128
20105,ed,-224,104,104
20106,de,-329,712,2
20107,ed,-176,216,1152
20108,de,-335,256,152
20109,ed,-232,104,80
20110,hd,-1192,96,232
20111,eh,-216,161,216
20112,he,-175,1072,272
20113,eh,-392,352,200
20114,he,-208,232,80
20115,eh,-328,192,96
20116,he,-168,70,64
20117,eh,-200,161,546
20118,he,-152,112,73
20119,eh,-207,160,104
20120,he,-144,1072,112
20121,eh,-183,1225,39
20122,he,-121,192,39
20123,eh,-167,112,200
20124,ih,-1120,232,629
20125,de,-1145,248,136
20126,oi,-328,272,689
20127,nd,-231,208,73
20128,to,-271,48,536
20129,tn,-360,105,104
20130,ht,-280,56,648
20131,it,-239,560,400
20132,nh,-208,56,768
20133,ki,-312,136,272
20134,tn,-328,112,64
20135,hk,-336,40,39
20136,at,-199,40,88
20137,th,-176,192,176
20138,sa,-320,648,1200
20139,ht,-503,128,287
20140,hs,-1287,704,192
20141,eh,-1104,56,144
20142,lh,-280,528,104
20143,pe,-336,160,456
20144,il,-456,648,128
20145,np,-336,287,64
20146,gi,-233,768,160
20147,yn,-360,263,176
20148,og,-400,143,272
20149,uy,-256,40,216
20150,ou,-295,80,120
20151,uo,-152,192,1080
20152,to,-224,1240,328
20153,mu,-360,321,216
20154,ut,-472,192,120
20155,cm,-392,152,104
20156,hu,-249,160,328
20157,ec,-362,248,231
20158,ih,-408,504,96
20159,te,-240,136,48
20160,hi,-240,48,112
20161,et,-192,216,311
20162,rh,-200,176,112
20163,oe,-1048,263,311
20164,nr,-1072,192,176
20165,co,-320,128,112
20166,en,-256,1072,224
20167,uc,-872,368,184
20168,pe,-808,192,120
20169,ou,-360,128,584
20170,np,-336,144,464
20171,ao,-544,368,32
20172,tn,-696,240,232
20173,ia,-416,96,176
20174,mt,-248,104,2328
20175,ei,-160,120,560
20176,tm,-584,320,128
20177,he,-576,120,320
20178,et,-216,320,120
20179,rh,-240,152,200
20180,er,-160,120,111
20181,wr,-360,224,104
20182,ae,-392,136,104
20183,sw,-264,136,65
20184,as,-280,511,240
20185,ls,-544,96,152
20186,ia,-424,72,120
20187,tl,-240,232,1328
20188,ti,-304,160,112
20189,lt,-296,2248,240
20190,et,-232,568,96
20191,pl,-952,136,967
20192,ep,-152,319,192
20193,rp,-232,120,112
20194,se,-264,192,434
20195,or,-256,104,200
20196,ns,-232,128,112
20197,wo,-480,112,184
20198,hn,-520,112,192
20199,ow,-240,240,303
20200,dh,-448,96,137
20201,io,-432,128,456
20202,di,-160,1384,128
20203,ni,-272,144,175
20204,td,-304,240,64
20205,kn,-520,144,192
20206,nt,-376,992,136
20207,ok,-248,176,168
20208,wn,-216,96,689
20209,eo,-376,408,2328
20210,vw,-399,192,231
20211,ve,-687,96,224
20212,ev,-695,232,208
20213,rv,-288,161,136
20214,ye,-279,336,184
20215,mr,-480,128,200
20216,uy,-584,504,112
20217,cm,-392,136,184
20218,hu,-224,168,152
20219,ac,-471,56,967
20220,nh,-487,248,464
20221,da,-232,160,456
20222,sn,-319,168,121
20223,hd,-335,704,456
20224,es,-232,2248,456
20225,wh,-328,240,129
20226,ew,-105,216,168
20227,nw,-184,200,240
20228,te,-256,120,168
20229,tn,-359,183,160
20230,ot,-311,192,560
20231,st,-287,96,736
20232,co,-384,183,4976
20233,hs,-304,168,265
20234,oc,-200,992,136
20235,oh,-277,424,159
20236,lo,-377,497,96
20237,ao,-399,80,97
20238,nl,-336,497,176
20239,da,-224,497,87
20240,ln,-367,71,160
20241,ed,-400,184,1440
20242,al,-223,224,112
20243,re,-216,184,145
20244,na,-216,136,536
20245,er,-232,568,104
20246,dn,-328,744,176
20247,ae,-392,5064,456
20248,wd,-544,249,73
20249,ha,-424,176,56
20250,ow,-192,176,136
20251,lh,-288,96,335
20252,eo,-296,64,192
20253,cl,-312,208,487
20254,re,-440,33,224
20255,ac,-320,112,296
20256,pr,-208,1504,175
20257,la,-320,120,176
20258,op,-424,128,112
20259,al,-320,528,488
20260,do,-240,160,432
20261,ia,-360,176,4976
20262,nd,-440,504,392
20263,ti,-320,72,136
20264,hn,-328,56,192
20265,et,-200,136,184
20266,2h,-320,384,187
20267,0e,-336,161,464
20268,s2,-896,508,120
20269,e0,-848,224,120
20270,cs,-344,296,128
20271,oe,-344,168,304
20272,nc,-232,200,159
20273,do,-232,96,87
20274,sn,-232,528,200
20275,td,-360,448,271
20276,hs,-400,5064,287
20277,at,-216,392,448
20278,th,-192,136,144
20279,ia,-712,176,152
20280,ti,-120,183,192
20281,si,-432,168,208
20282,ts,-568,96,192
20283,as,-704,88,176
20284,kt,-288,136,3463
20285,ia,-328,80,160
20286,nk,-320,360,184
20287,gi,-208,176,88
20288,mn,-336,33,80
20289,eg,-544,208,1664
20290,tm,-632,248,271
20291,oe,-880,321,967
20292,to,-344,432,4913
20293,yo,-600,152,112
20294,pt,-488,120,64
20295,ey,-376,40,121
20296,up,-760,336,112
20297,pe,-680,200,296
20298,tu,-448,176,232
20299,hp,-464,3447,184
20300,it,-280,152,112
20301,sh,-288,183,104
20302,ei,-744,72,184
20303,se,-248,168,1328
20304,se,-384,1672,160
20305,as,-344,248,832
20306,ys,-256,992,168
20307,ta,-520,4904,216
20308,hy,-512,80,552
20309,it,-264,48,1455
20310,nh,-272,167,480
20311,gi,-368,120,113
20312,yn,-400,271,64
20313,dg,-1200,216,88
20314,oy,-1176,224,144
20315,ed,-320,96,88
20316,so,-263,112,1664
20317,se,-431,207,1200
20318,ps,-399,1384,103
20319,es,-264,152,224
20320,lp,-263,864,208
20321,le,-399,175,967
20322,il,-391,248,55
20323,nl,-247,528,112
20324,gi,-233,1464,104
20325,cn,-391,472,104
20326,og,-319,136,1664
20327,uc,-184,64,264
20328,no,-304,72,96
20329,du,-321,144,184
20330,tn,-872,80,151
20331,ed,-983,1672,152
20332,it,-375,1240,72
20333,te,-240,128,129
20334,ti,-1465,192,104
20335,et,-1977,256,889
20336,it,-703,992,791
20337,te,-232,72,560
20338,hi,-247,96,560
20339,et,-248,48,2192
20340,rh,-192,128,112
20341,he,-1007,1672,761
20342,ar,-1136,271,184
20343,ha,-136,71,297
20344,ah,-231,168,111
20345,ha,-152,153,191
20346,ah,-200,96,240
20347,ih,-1312,56,80
20348,ha,-1368,80,104
20349,oi,-329,104,144
20350,ph,-288,96,88
20351,eo,-352,56,191
20352,np,-432,576,240
20353,oe,-384,568,128
20354,en,-384,2152,97
20355,to,-688,144,104
20356,be,-624,744,376
20357,et,-344,201,88
20358,cb,-232,312,88
20359,ae,-240,64,272
20360,uc,-256,208,168
20361,sa,-240,256,1055
20362,eu,-208,80,128
20363,as,-327,120,112
20364,pe,-360,144,104
20365,pa,-312,64,144
20366,ap,-272,208,184
20367,rp,-224,256,63
20368,ea,-200,152,136
20369,nr,-224,80,112
20370,te,-208,112,120
20371,ln,-256,288,152
20372,ma,-416,80,184
20373,ea,-616,80,184
20374,rm,-521,320,472
20375,ie,-534,184,464
20376,cr,-401,1031,96
20377,ai,-464,152,96
20378,ic,-567,120,272
20379,sa,-504,112,200
20380,ai,-592,144,32
20381,bs,-1080,207,464
20382,ia,-977,49,296
20383,gb,-681,160,72
20384,ci,-1040,120,152
20385,og,-799,128,120
20386,uc,-296,168,2
20387,no,-440,207,80
20388,tu,-537,183,280
20389,rn,-463,200,128
20390,yt,-407,96,176
20391,tr,-1433,96,120
20392,hy,-1432,72,72
20393,et,-359,272,96
20394,rh,-288,208,88
20395,er,-128,96,88
20396,ar,-368,96,80
20397,re,-400,296,63
20398,ea,-296,88,136
20399,5r,-872,96,136
20400,0e,-896,136,1328
20401,s5,-552,1072,408
20402,t0,-448,80,144
20403,as,-296,16,560
20404,ta,-160,72,176
20405,ea,-288,176,192
20406,st,-376,120,480
20407,ie,-608,80,104
20408,ns,-528,120,104
20409,ti,-536,72,72
20410,in,-1512,96,232
20411,ti,-272,80,88
20412,ti,-1584,49,128
20413,ht,-1656,128,296
20414,et,-736,160,105
20415,th,-2712,1384,374
20416,et,-312,344,96
20417,xt,-600,96,152
20418,ae,-656,568,264
20419,sx,-552,193,1008
20420,na,-968,136,232
20421,es,-1000,489,176
20422,wn,-528,112,480
20423,ye,-640,185,96
20424,ow,-656,80,648
20425,ry,-440,200,105
20426,ko,-376,104,184
20427,wr,-2760,112,248
20428,ak,-2794,280,976
20429,sw,-528,128,200
20430,ha,-391,424,80
20431,is,-352,128,105
20432,nh,-328,112,1225
20433,gi,-392,232,152
20434,tn,-447,416,240
20435,og,-448,1048,271
20436,nt,-496,256,103
20437,co,-1000,136,144
20438,an,-1000,489,224
20439,lc,-424,104,176
20440,ia,-400,648,80
20441,fl,-440,128,88
20442,oi,-368,208,1672
20443,rf,-351,192,80
20444,no,-472,1014,176
20445,ir,-432,216,456
20446,zn,-384,96,232
20447,ai,-808,128,96
20448,wz,-2296,1233,88
20449,aw,-6248,176,96
20450,rw,-6448,256,280
20451,na,-1144,248,136
20452,dr,-1064,128,120
20453,an,-1728,152,88
20454,rd,-1752,215,48
20455,ea,-312,176,136
20456,sr,-449,88,280
20457,oe,-456,104,136
20458,ms,-256,1704,120
20459,eo,-304,96,192
20460,vm,-1351,176,184
20461,ev,-232,504,136
20462,rv,-448,256,688
20463,ye,-384,72,128
20464,wr,-368,112,976
20465,ey,-464,136,1504
20466,lw,-345,272,128
20467,le,-359,96,729
20468,kl,-544,144,88
20469,nl,-471,128,48
20470,ok,-359,40,88
20471,wn,-335,136,376
20472,no,-336,272,111
20473,sw,-664,96,80
20474,tn,-696,144,384
20475,as,-328,192,105
20476,ta,-208,208,104
20477,ea,-304,128,192
20478,st,-400,688,152
20479,we,-1792,40,72
20480,es,-1792,160,232
20481,lw,-784,1416,120
20482,ie,-552,72,160
20483,vl,-399,680,88
20484,ei,-408,72,344
20485,iv,-448,48,80
20486,ne,-449,80,304
20487,mi,-472,288,184
20488,in,-656,80,488
20489,cm,-766,49,151
20490,hi,-1248,384,216
20491,ic,-886,88,688
20492,gh,-384,112,344
20493,ai,-384,176,88
20494,ng,-328,96,80
20495,an,-5120,88,200
20496,ln,-5360,256,152
20497,ta,-832,144,376
20498,hl,-744,120,216
20499,ot,-584,72,288
20500,uh,-400,353,160
20501,go,-408,80,208
20502,hu,-560,336,152
20503,ig,-559,55,374
20504,th,-504,472,80
20505,it,-537,215,304
20506,st,-665,168,96
20507,si,-465,728,184
20508,ps,-447,384,216
20509,es,-287,153,544
20510,lp,-311,200,159
20511,le,-392,192,392
20512,el,-376,96,200
20513,dl,-495,288,215
20514,ie,-1192,248,96
20515,nd,-1040,296,136
20516,ai,-472,216,73
20517,sn,-3807,256,272
20518,pa,-3719,152,136
20519,es,-384,424,176
20520,lp,-408,80,375
20521,pe,-1488,336,96
20522,rl,-1384,88,184
20523,op,-736,247,488
20524,nr,-832,208,408
20525,on,-360,592,832
20526,un,-400,176,93
20527,no,-392,560,240
20528,cu,-560,208,112
20529,en,-568,209,48
20530,dc,-496,80,48
20531,ae,-536,160,536
20532,sd,-520,56,88
20533,ma,-1096,264,152
20534,es,-1088,160,128
20535,em,-1304,239,288
20536,se,-1752,88,160
20537,he,-984,56,832
20538,es,-528,55,88
20539,eh,-488,472,184
20540,ie,-4976,344,289
20541,ei,-1055,864,371
20542,si,-1799,80,400
20543,he,-984,256,208
20544,es,-319,128,112
20545,eh,-327,67,1008
20546,ge,-1281,40,48
20547,ue,-2047,544,72
20548,ng,-1112,81,80
20549,os,-248,120,88
20550,is,-472,136,256
20551,to,-376,296,88
20552,bi,-456,216,519
20553,et,-552,864,176
20554,ib,-360,112,999
20555,ge,-656,183,104
20556,ig,-232,264,272
20557,ng,-320,464,151
20558,si,-288,392,256
20559,an,-376,208,176
20560,gs,-416,128,96
20561,ag,-160,1048,80
20562,ig,-256,56,448
20563,na,-256,112,160
20564,hi,-672,183,689
20565,an,-744,80,184
20566,vh,-368,328,232
20567,ea,-368,80,176
20568,tv,-392,481,432
20569,oe,-336,136,184
20570,to,-255,1000,1152
20571,yo,-335,128,464
20572,pt,-296,264,1504
20573,ey,-303,153,280
20574,fp,-335,240,72
20575,oe,-320,136,184
20576,rf,-224,120,63
20577,or,-264,64,120
20578,nr,-320,448,375
20579,eo,-208,0,280
20580,mn,-337,704,88
20581,ie,-440,208,184
20582,nm,-272,256,456
20583,ui,-368,136,129
20584,tn,-385,448,176
20585,eu,-249,183,112
20586,te,-639,1280,120
20587,he,-775,96,104
20588,et,-264,1576,216
20589,sh,-359,288,328
20590,ie,-415,80,48
20591,gs,-344,247,152
20592,ni,-280,113,408
20593,ag,-296,96,313
20594,ln,-376,88,376
20595,sa,-736,288,296
20596,el,-839,88,184
20597,xs,-552,247,187
20598,ae,-383,504,73
20599,mx,-312,71,168
20600,wa,-408,136,1553
20601,em,-480,120,400
20602,nw,-272,168,232
20603,en,-752,72,240
20604,ne,-864,160,224
20605,te,-241,320,560
20606,kn,-329,56,56
20607,it,-472,96,232
20608,nk,-328,344,472
20609,di,-224,408,1672
20610,on,-287,288,159
20611,fd,-336,296,72
20612,bo,-456,184,1504
20613,af,-528,168,63
20614,db,-376,56,192
20615,1a,-488,232,216
20616,hd,-864,1560,239
20617,o1,-672,432,337
20618,wh,-248,288,96
20619,ao,-337,256,64
20620,nw,-432,296,120
20621,na,-416,568,56
20622,yn,-552,208,96
20623,on,-448,248,64
20624,oy,-888,513,129
20625,yo,-840,1704,76
20626,io,-368,176,248
20627,ny,-336,80,128
20628,gi,-272,1576,120
20629,on,-728,113,296
20630,hg,-856,192,184
20631,wo,-488,208,136
20632,eh,-376,244,456
20633,lw,-272,320,56
20634,le,-344,88,232
20635,nl,-1432,56,135
20636,ol,-1400,96,93
20637,tn,-328,40,240
20638,ho,-312,88,112
20639,it,-344,56,392
20640,nh,-344,71,129
20641,gi,-200,56,488
20642,tn,-336,288,96
20643,og,-360,104,160
20644,dt,-392,96,129
20645,od,-168,296,368
20646,ad,-344,184,1688
20647,bo,-351,96,656
20648,oa,-360,495,184
20649,ub,-272,56,104
20650,to,-200,232,1368
20651,ou,-1672,96,152
20652,at,-1960,80,96
20653,bo,-480,256,72
20654,oa,-288,128,488
20655,ub,-280,416,96
20656,to,-232,71,112
20657,iu,-320,528,1616
20658,ti,-192,72,72
20659,ni,-368,152,304
20660,ot,-335,71,184
20661,wn,-232,376,192
20662,io,-535,1728,271
20663,gw,-975,552,856
20664,ui,-719,168,1192
20665,eg,-279,112,192
20666,su,-337,1384,104
20667,se,-416,120,801
20668,is,-809,128,248
20669,os,-1688,40,40
20670,wi,-1495,528,40
20671,ow,-256,72,552
20672,dw,-328,120,88
