,digraph,inter-key,uut,ddt
70212,ga,193,272,233
70213,bo,1,130,71
70214,ou,-40,47,89
70215,ul,199,238,286
70216,lg,49,105,88
70217,ga,223,343,279
70218,gl,40,113,112
70219,lo,136,216,209
70220,ou,-40,47,40
70221,ub,65,128,152
70222,bi,33,89,96
70223,ib,79,154,135
70224,bo,16,96,91
70225,ou,-31,71,49
70226,ul,121,204,223
70227,lg,-2,70,81
70228,ga,208,288,280
70229,bo,-3,108,80
70230,ou,-48,33,63
70231,ul,172,266,253
70232,lg,0,47,94
70233,ga,188,302,235
70234,gl,55,112,127
70235,lo,136,224,193
70236,ou,-64,40,24
70237,ub,73,120,177
70238,bi,64,128,111
70239,ib,64,130,128
70240,bo,46,118,112
70241,ou,-32,46,40
70242,ul,170,250,248
70243,lg,240,304,320
70244,ga,88,152,152
70245,bo,1,88,56
70246,ou,-22,57,65
70247,ul,144,223,223
70248,lg,57,113,136
70249,ga,128,191,184
70250,gl,98,153,152
70251,lo,121,201,176
70252,ou,-23,71,57
70253,ub,129,201,223
70254,bi,56,128,128
70255,ib,144,239,216
70256,bo,-22,81,73
70257,ou,-33,71,70
70258,ul,154,241,258
70259,lg,48,112,135
70260,ga,192,279,256
70261,bo,1,104,72
70262,ou,-23,65,80
70263,ul,128,215,216
70264,lg,1,210,88
70265,ga,454,526,663
70266,gl,24,103,94
70267,lo,144,214,223
70268,ou,3,45,73
70269,ub,136,199,178
70270,bi,47,111,110
70271,ib,69,167,133
70272,bo,21,133,119
70273,ou,-7,19,105
70274,ul,161,216,187
70275,lg,268,286,323
70276,ga,19,107,37
70277,bo,-20,49,80
70278,ou,4,83,73
70279,ul,123,202,202
70280,lg,166,237,245
70281,ga,54,108,125
70282,gl,55,119,128
70283,lo,121,209,185
70284,ou,-24,63,64
70285,ub,80,144,167
70286,bi,64,136,128
70287,ib,73,144,145
70288,bo,49,128,120
70289,ou,-24,56,55
70290,ul,137,216,217
70291,lg,24,88,103
70292,ga,136,200,200
70293,bo,-32,26,47
70294,ou,-3,70,55
70295,ul,129,203,202
70296,lg,-3,61,71
70297,ga,128,185,192
70298,gl,96,168,160
70299,lo,143,239,215
70300,ou,-23,56,73
70301,ub,73,136,152
70302,bi,40,105,103
70303,ib,81,136,146
70304,bo,-2,73,53
70305,ou,-2,70,73
70306,ul,145,225,217
70307,lg,23,88,103
70308,ga,160,231,225
70309,bo,23,118,96
70310,ou,-31,64,64
70311,ul,137,210,232
70312,lg,-2,79,71
70313,ga,168,255,249
70314,gl,68,147,147
70315,lo,113,189,192
70316,ou,-30,49,46
70317,ub,145,228,224
70318,bi,40,119,123
70319,ib,211,297,290
70320,bo,1,128,87
70321,ou,-68,31,59
70322,ul,127,207,226
70323,lg,127,208,207
70324,ga,11,90,92
70325,bo,27,149,108
70326,ou,-40,49,82
70327,ul,108,198,197
70328,lg,-10,59,80
70329,ga,114,219,183
70330,gl,49,127,128
70331,lo,135,277,213
70332,ou,-40,47,102
70333,ub,150,228,237
70334,bi,73,135,151
70335,ib,62,147,124
70336,bo,19,106,104
70337,ou,-17,52,70
70338,ul,129,247,198
70339,lg,2,36,120
70340,ga,111,173,145
70341,bo,24,103,119
70342,ou,5,63,84
70343,ul,126,248,184
70344,lg,-14,1,108
70345,ga,94,173,109
70346,gl,32,104,104
70347,lo,160,231,232
70348,ou,-46,58,25
70349,ub,56,119,160
70350,bi,33,96,96
70351,ib,72,136,135
70352,bo,39,129,103
70353,ou,-32,55,58
70354,ul,145,225,232
70355,lg,32,80,112
70356,ga,160,249,208
70357,bo,1,127,66
70358,ou,-39,55,87
70359,ul,162,233,256
70360,lg,-32,31,39
70361,ga,136,244,199
70362,gl,104,184,176
70363,lo,136,200,216
70364,ou,-24,72,40
70365,ub,80,136,176
70366,bi,32,103,88
70367,ib,65,127,136
70368,bo,42,114,104
70369,ou,-24,55,48
70370,ul,137,216,216
70371,lg,89,153,168
70372,ga,136,199,200
70373,bo,40,104,103
70374,ou,-24,63,40
70375,ul,129,209,216
70376,lg,-32,24,48
70377,ga,144,216,200
70378,gl,64,136,130
70379,lo,136,208,208
70380,ou,-48,48,24
70381,ub,88,143,184
70382,bi,40,98,95
70383,ib,63,119,121
70384,bo,39,111,95
70385,ou,-30,48,42
70386,ul,139,217,217
70387,lg,56,96,134
70388,ga,270,273,310
70389,bo,1,105,56
70390,ou,-24,48,80
70391,ul,129,216,201
70392,lg,40,104,127
70393,ga,152,224,216
70394,gl,72,136,129
70395,lo,104,200,168
70396,ou,-24,63,72
70397,ub,88,144,175
70398,bi,74,145,130
70399,ib,80,144,151
70400,bo,24,96,88
70401,ou,-32,48,40
70402,ul,120,207,200
70403,lg,1,65,88
70404,ga,199,248,263
70405,bo,41,114,110
70406,ou,-2,63,71
70407,ul,392,479,457
70408,lg,0,70,87
70409,ga,147,219,217
70410,gl,65,121,136
70411,lo,211,214,267
70412,ou,-1,40,2
70413,ub,57,120,98
70414,bi,25,88,88
70415,ib,97,169,160
70416,bo,32,103,104
70417,ou,-31,49,40
70418,ul,120,208,200
70419,lg,40,97,128
70420,ga,176,232,233
70421,bo,-3,55,62
70422,ou,-3,79,55
70423,ul,143,223,225
70424,lg,-23,40,57
70425,ga,121,176,184
70426,gl,31,111,95
70427,lo,137,222,217
70428,ou,-45,70,40
70429,ub,129,192,244
70430,bi,40,79,103
70431,ib,81,154,120
70432,bo,-17,79,56
70433,ou,-48,40,48
70434,ul,160,241,248
70435,lg,1,64,82
70436,ga,157,292,220
70437,bo,-47,80,33
70438,ou,-47,57,80
70439,ul,160,232,264
70440,lg,-16,40,56
70441,ga,169,248,225
70442,gl,58,122,120
70443,lo,112,200,176
70444,ou,-39,48,49
70445,ub,112,183,199
70446,bi,41,104,112
70447,ib,73,152,136
70448,bo,1,97,80
70449,ou,-48,50,48
70450,ul,134,222,232
70451,lg,190,215,278
70452,ga,58,128,83
70453,bo,1,113,64
70454,ou,-24,63,88
70455,ul,151,199,238
70456,lg,50,105,98
70457,ga,145,217,200
70458,gl,78,179,159
70459,lo,119,237,220
70460,ou,-29,51,89
70461,ub,102,188,182
70462,bi,35,118,121
70463,ib,223,318,306
70464,bo,59,188,154
70465,ou,-40,29,89
70466,ul,133,208,202
70467,lg,151,238,226
70468,ga,16,119,103
70469,bo,29,149,128
70470,ou,-70,30,50
70471,ul,113,208,213
70472,lg,114,208,209
70473,ga,1,99,95
70474,gl,23,96,87
70475,lo,112,199,185
70476,ou,-23,56,64
70477,ub,57,121,136
70478,bi,40,112,104
70479,ib,88,159,160
70480,bo,65,152,136
70481,ou,-23,56,64
70482,ul,145,240,224
70483,lg,97,153,192
70484,ga,144,215,200
70485,bo,1,105,63
70486,ou,-24,48,80
70487,ul,145,225,217
70488,lg,-40,23,40
70489,ga,145,208,208
70490,gl,56,128,136
70491,lo,129,208,201
70492,ou,-26,71,53
70493,ub,138,177,235
70494,bi,32,96,71
70495,ib,104,167,168
70496,bo,0,81,63
70497,ou,-25,64,56
70498,ul,144,224,233
70499,lg,63,117,143
70500,ga,171,266,225
70501,bo,32,81,96
70502,ou,-2,79,47
70503,ul,152,217,233
70504,lg,-2,71,63
70505,ga,144,208,217
70506,gl,0,81,63
70507,lo,112,208,193
70508,ou,-32,56,64
70509,ub,48,119,136
70510,bi,40,105,111
70511,ib,65,128,130
70512,bo,32,102,95
70513,ou,-29,58,41
70514,ul,128,208,215
70515,lg,32,73,112
70516,ga,215,270,256
70517,bo,1,90,80
70518,ou,-42,48,47
70519,ul,120,199,210
70520,lg,177,255,256
70521,ga,122,193,200
70522,gl,88,152,143
70523,lo,151,271,215
70524,ou,-23,73,97
70525,ub,113,175,209
70526,bi,67,121,129
70527,ib,120,183,174
70528,bo,1,106,64
70529,ou,-34,46,71
70530,ul,154,241,234
70531,lg,89,151,176
70532,ga,285,359,347
70533,bo,72,151,136
70534,ou,-24,72,55
70535,ul,146,233,242
70536,lg,0,80,87
70537,ga,168,240,248
70538,gl,33,104,97
70539,lo,97,193,168
70540,ou,-32,64,64
70541,ub,64,111,160
70542,bi,56,121,103
70543,ib,152,223,217
70544,bo,-23,57,48
70545,ou,-56,72,24
70546,ul,160,233,288
70547,lg,-3,78,70
70548,ga,153,233,234
70549,bo,25,96,96
70550,ou,-23,64,48
70551,ul,1033,1127,1120
70552,lg,59,113,153
70553,ga,161,241,215
70554,gl,2,88,90
70555,lo,107,228,193
70556,ou,-30,69,91
70557,ub,366,455,465
70558,bi,81,178,170
70559,ib,412,506,509
70560,bo,-20,108,74
70561,ou,-38,40,90
70562,ul,129,208,207
70563,lg,319,396,398
70564,ga,31,139,108
70565,bo,-7,81,92
70566,ou,-29,70,59
70567,ul,126,207,225
70568,lg,129,209,210
70569,ga,14,128,94
70570,gl,88,128,152
70571,lo,327,415,367
70572,ou,-33,63,55
70573,ub,153,201,249
70574,bi,72,129,120
70575,ib,111,160,168
70576,bo,72,144,121
70577,ou,-24,71,48
70578,ul,160,226,255
70579,lg,71,127,137
70580,ga,224,295,280
70581,bo,0,129,63
70582,ou,-33,47,96
70583,ul,160,216,240
70584,lg,1,81,57
70585,ga,143,287,223
70586,gl,-6,77,83
70587,lo,136,221,219
70588,ou,-22,54,63
70589,ub,55,133,131
70590,bi,24,80,102
70591,ib,109,180,165
70592,bo,57,124,128
70593,ou,-21,49,46
70594,ul,127,230,197
70595,lg,1,45,104
70596,ga,141,198,185
70597,bo,60,128,154
70598,ou,24,47,92
70599,ul,147,214,170
70600,lg,51,103,118
70601,ga,121,192,173
70602,gl,16,94,79
70603,lo,144,256,222
70604,ou,-41,56,71
70605,ub,64,120,161
70606,bi,16,80,72
70607,ib,72,146,136
70608,bo,1,88,75
70609,ou,-33,48,54
70610,ul,143,231,224
70611,lg,17,82,105
70612,ga,516,604,581
70613,bo,-25,78,64
70614,ou,-19,64,84
70615,ug,168,256,251
70616,gl,-71,15,17
70617,la,162,256,248
70618,gl,40,128,96
70619,lo,128,217,216
70620,ou,-41,63,48
70621,ub,71,128,175
70622,bi,48,111,105
70623,ib,89,162,152
70624,bo,31,103,104
70625,ou,-32,29,40
70626,ul,173,252,234
70627,lg,66,121,145
70628,ga,127,194,182
70629,bo,-23,72,56
70630,ou,-31,57,64
70631,ul,152,231,240
70632,lg,-15,48,64
70633,ga,145,241,208
70634,gl,25,89,96
70635,lo,136,231,200
70636,ou,-40,48,55
70637,ub,81,152,169
70638,bi,33,97,104
70639,ib,87,167,151
70640,bo,1,80,81
70641,ou,-23,56,56
70642,ul,137,213,216
70643,lg,32,103,108
70644,ga,183,271,254
70645,bo,-4,92,56
70646,ou,-17,63,79
70647,ul,193,272,273
70648,lg,32,96,111
70649,ga,163,244,227
70650,gl,56,111,120
70651,lo,130,193,185
70652,ou,-33,48,30
70653,ub,80,127,161
70654,bi,33,105,80
70655,ib,72,136,144
70656,bo,24,73,88
70657,ou,-3,62,46
70658,ul,137,200,202
70659,lg,33,96,96
70660,ga,185,240,248
70661,bo,0,53,92
70662,ou,-3,71,50
70663,ul,336,409,410
70664,lg,-2,70,71
70665,ga,160,215,232
70666,gl,19,106,81
70667,lo,157,243,244
70668,ou,-39,45,47
70669,ub,80,150,164
70670,bi,76,127,146
70671,ib,151,244,202
70672,bo,9,87,102
70673,ou,-40,38,38
70674,ul,154,223,232
70675,lg,470,555,539
70676,ga,151,214,236
70677,bo,25,110,104
70678,ou,-21,46,64
70679,ul,145,223,212
70680,lg,2,37,80
70681,ga,126,204,161
70682,gl,30,118,114
70683,lo,105,249,193
70684,ou,-50,48,94
70685,ub,51,140,149
70686,bi,27,108,116
70687,ib,212,317,293
70688,bo,9,198,114
70689,ou,-88,20,101
70690,ul,121,208,229
70691,lg,139,228,226
70692,ga,32,169,121
70693,bo,8,129,116
70694,ou,-49,40,72
70695,ul,103,198,192
70696,lg,17,80,112
70697,ga,109,227,172
70698,gl,71,136,158
70699,lo,120,223,185
70700,ou,-31,73,72
70701,ub,40,119,144
70702,bi,33,104,112
70703,ib,105,177,176
70704,bo,24,88,96
70705,ou,-25,48,39
70706,ul,160,248,233
70707,lg,104,168,192
70708,ga,142,231,206
70709,bo,-7,48,55
70710,ou,-8,74,47
70711,ul,145,232,227
70712,lg,-32,240,55
70713,ga,0,22,272
70714,gl,40,104,112
70715,lo,128,190,192
70716,ou,0,94,62
70717,ub,47,78,141
70718,bi,78,141,109
70719,ib,93,156,156
70720,bo,31,109,94
70721,ou,-31,47,47
70722,ul,156,250,234
70723,lg,74,130,168
70724,ga,226,272,282
70725,bo,0,89,70
70726,ou,-1,88,88
70727,ul,135,200,224
70728,lg,-1,80,64
70729,ga,145,233,226
70730,gl,108,198,192
70731,lo,118,288,208
70732,ou,-80,39,90
70733,ub,113,208,232
70734,bi,26,119,121
70735,ib,1269,1366,1362
70736,bo,-9,119,88
70737,ou,-39,50,89
70738,ul,112,199,201
70739,lg,127,227,214
70740,ga,22,100,122
70741,bo,-9,119,82
70742,ou,-40,60,88
70743,ul,99,188,199
70744,lg,-19,69,70
70745,ga,105,198,193
70746,gl,11,69,156
70747,lo,127,233,185
70748,ou,-33,64,73
70749,ub,208,272,305
70750,bi,88,161,152
70751,ib,544,608,617
70752,bo,40,110,104
70753,ou,-7,81,63
70754,ul,161,240,249
70755,lg,185,240,264
70756,ga,56,145,111
70757,bo,33,111,96
70758,ou,-7,74,71
70759,ul,160,231,241
70760,lg,1,81,72
70761,ga,911,991,991
70762,gl,40,95,105
70763,lo,121,209,176
70764,ou,-48,39,40
70765,ub,65,114,152
70766,bi,48,120,97
70767,ib,63,135,135
70768,bo,25,104,97
70769,ou,-40,57,39
70770,ul,129,217,226
70771,lg,22,86,110
70772,ga,153,216,217
70773,bo,15,121,70
70774,ou,-40,40,66
70775,ul,160,222,240
70776,lg,1,73,63
70777,ga,146,216,218
70778,gl,81,144,153
70779,lo,136,232,199
70780,ou,-24,55,72
70781,ub,56,121,135
70782,bi,208,227,273
70783,ib,220,283,239
70784,bo,145,233,208
70785,ou,-25,64,63
70786,ul,185,257,274
70787,lg,177,239,249
70788,ga,161,265,223
70789,bo,62,182,136
70790,ou,-31,57,89
70791,ul,303,383,391
70792,lg,145,224,225
70793,ga,168,249,247
70794,gl,72,144,135
70795,lo,161,215,233
70796,ou,-2,73,52
70797,ub,73,144,148
70798,bi,33,97,104
70799,ib,87,143,151
70800,bo,0,88,56
70801,ou,-23,65,65
70802,ul,140,214,228
70803,lg,-8,57,66
70804,ga,145,191,210
70805,bo,32,99,80
70806,ou,-3,85,64
70807,ul,144,210,232
70808,lg,-2,61,64
70809,ga,178,249,241
70810,gl,48,120,119
70811,lo,201,281,273
70812,ou,-24,80,56
70813,ub,184,256,288
70814,bi,304,383,376
70815,ib,1160,1240,1239
70816,bo,1,113,81
70817,ou,-32,56,80
70818,ul,175,240,263
70819,lg,64,143,129
70820,ga,169,389,248
70821,bo,56,136,120
70822,ou,-25,48,55
70823,ul,204,211,277
70824,lg,146,211,153
70825,ga,48,145,113
70826,gl,58,120,138
70827,lo,129,200,191
70828,ou,-25,40,46
70829,ub,112,159,177
70830,bi,-8,57,39
70831,ib,177,224,242
70832,bo,1,96,48
70833,ou,-31,48,64
70834,ul,201,272,280
70835,lg,41,95,112
70836,ga,146,217,200
70837,bo,1,90,64
70838,ou,-33,57,56
70839,ul,128,208,218
70840,lg,-32,31,48
70841,ga,137,192,200
70842,gl,52,125,145
70843,lo,161,200,234
70844,ou,-1,95,38
70845,ub,129,193,225
70846,bi,73,152,137
70847,ib,120,176,199
70848,bo,1,55,57
70849,ou,0,92,54
70850,ul,151,240,243
70851,lg,1,48,90
70852,ga,184,288,231
70853,bo,80,144,140
70854,ou,-23,64,41
70855,ul,145,224,232
70856,lg,-24,32,55
70857,ga,249,344,305
70858,gl,49,120,120
70859,lo,153,200,224
70860,ou,-24,80,23
70861,ub,81,136,185
70862,bi,33,97,88
70863,ib,62,135,126
70864,bo,25,104,98
70865,ou,-23,56,56
70866,ul,161,249,240
70867,lg,215,279,303
70868,ga,160,240,224
70869,bo,-8,71,47
70870,ou,-7,74,72
70871,ul,144,222,225
70872,lg,-7,57,71
70873,ga,256,455,320
70874,gl,72,152,151
70875,lo,135,200,215
70876,ou,-24,72,41
70877,ub,88,160,184
70878,bi,32,96,104
70879,ib,80,144,144
70880,bo,24,96,88
70881,ou,-31,64,41
70882,ul,145,232,240
70883,lg,56,120,143
70884,ga,152,231,216
70885,bo,-24,48,48
70886,ou,-24,56,48
70887,ul,137,207,217
70888,lg,-8,80,62
70889,ga,178,256,266
70890,gl,1,120,64
70891,lo,152,241,271
70892,ou,-24,71,65
70893,ub,89,145,184
70894,bi,40,103,96
70895,ib,89,159,152
70896,bo,1,121,71
70897,ou,-39,56,81
70898,ul,130,200,225
70899,lg,0,73,70
70900,ga,175,247,248
70901,bo,-2,110,64
70902,ou,-39,56,73
70903,ul,153,210,248
70904,lg,-2,62,55
70905,ga,168,248,232
70906,gl,25,105,96
70907,lo,120,191,200
70908,ou,-23,65,48
70909,ub,48,103,136
70910,bi,40,95,95
70911,ib,105,170,160
70912,bo,56,128,121
70913,ou,-32,55,40
70914,ul,145,225,232
70915,lg,48,103,128
70916,ga,128,185,183
70917,bo,73,122,144
70918,ou,-3,87,46
70919,ul,150,223,240
70920,lg,1,73,74
70921,ga,143,199,215
70922,gl,81,144,154
70923,lo,129,200,192
70924,ou,-24,80,47
70925,ub,128,193,232
70926,bi,23,96,88
70927,ib,112,175,185
70928,bo,1,80,64
70929,ou,-24,56,55
70930,ul,137,208,217
70931,lg,33,87,104
70932,ga,154,225,208
70933,bo,-7,72,54
70934,ou,-7,74,72
70935,ul,136,215,217
70936,lg,2,80,81
70937,ga,178,265,256
70938,gl,33,105,96
70939,lo,120,208,192
70940,ou,-41,56,47
70941,ub,55,119,152
70942,bi,41,113,105
70943,ib,64,120,136
70944,bo,64,151,120
70945,ou,-31,57,56
70946,ul,144,224,232
70947,lg,96,153,176
70948,ga,182,238,239
70949,bo,1,84,47
70950,ou,-3,70,80
70951,ul,135,192,208
70952,lg,-2,65,55
70953,ga,126,191,193
70954,gl,32,111,96
70955,lo,137,216,216
70956,ou,-47,56,32
70957,ub,68,137,171
70958,bi,47,111,116
70959,ib,58,127,122
70960,bo,1,89,70
70961,ou,-23,59,65
70962,ul,142,213,224
70963,lg,184,256,255
70964,ga,71,153,143
70965,bo,24,96,99
70966,ou,-24,55,48
70967,ul,145,225,224
70968,lg,248,296,328
70969,ga,128,211,176
70970,gl,57,129,137
70971,lo,220,227,292
70972,ou,-3,43,4
70973,ub,72,135,118
70974,bi,1,115,64
70975,ib,110,175,224
70976,bo,48,96,113
70977,ou,-23,64,25
70978,ul,369,440,456
70979,lg,168,232,239
70980,ga,233,321,297
70981,bo,3,72,73
70982,ou,-8,81,61
70983,ul,137,208,226
70984,lg,65,153,136
70985,ga,159,255,247
70986,gl,96,160,176
70987,lo,154,241,218
70988,ou,-31,73,56
70989,ub,128,183,232
70990,bi,96,169,151
70991,ib,167,239,240
70992,bo,81,200,153
70993,ou,-32,64,87
70994,ul,161,248,257
70995,lg,281,345,368
70996,ga,191,295,255
70997,bo,55,159,120
70998,ou,-24,64,80
70999,ul,153,223,241
71000,lg,2,89,72
71001,ga,169,272,256
71002,gl,905,985,984
71003,lo,175,263,255
71004,ou,-39,56,49
71005,ub,200,256,295
71006,bi,57,120,113
71007,ib,79,144,142
71008,bo,33,104,98
71009,ou,-23,72,48
71010,ul,242,305,337
71011,lg,71,137,134
71012,ga,150,215,216
71013,bo,-3,71,47
71014,ou,-2,79,72
71015,ul,144,200,225
71016,lg,-2,63,54
71017,ga,143,191,208
71018,gl,169,241,240
71019,lo,144,221,216
71020,ou,-7,74,70
71021,ub,97,161,178
71022,bi,55,264,119
71023,ib,22,86,231
71024,bo,56,144,120
71025,ou,-23,57,65
71026,ul,168,238,248
71027,lg,1,91,71
71028,ga,248,342,338
71029,bo,2,137,74
71030,ou,-42,55,93
71031,ul,169,232,266
71032,lg,3,89,66
71033,ga,159,279,245
71034,gl,72,143,144
71035,lo,179,270,250
71036,ou,-25,53,66
71037,ub,126,213,204
71038,bi,24,87,111
71039,ib,126,197,189
71040,bo,49,118,120
71041,ou,-24,54,45
71042,ul,152,231,230
71043,lg,119,173,198
71044,ga,109,182,163
71045,bo,25,78,103
71046,ou,-16,62,37
71047,ul,145,223,223
71048,lg,5,53,83
71049,ga,102,180,150
71050,gl,63,135,128
71051,lo,137,200,209
71052,ou,-40,73,23
71053,ub,104,159,217
71054,bi,49,104,104
71055,ib,81,152,136
71056,bo,25,112,96
71057,ou,-32,65,55
71058,ul,136,215,233
71059,lg,176,233,255
71060,ga,96,135,153
71061,bo,24,128,97
71062,ou,-32,55,72
71063,ul,146,240,233
71064,lg,161,224,255
71065,ga,137,201,200
71066,gl,57,120,120
71067,lo,145,216,208
71068,ou,-23,64,48
71069,ub,88,145,175
71070,bi,48,103,105
71071,ib,86,144,141
71072,bo,33,120,91
71073,ou,-48,49,39
71074,ul,143,224,240
71075,lg,200,263,281
71076,ga,129,225,192
71077,bo,1,112,57
71078,ou,-31,64,80
71079,ul,145,210,240
71080,lg,-3,69,62
71081,ga,138,225,210
71082,gl,97,177,160
71083,lo,127,203,207
71084,ou,-3,195,73
71085,ub,9,57,207
71086,bi,72,137,120
71087,ib,104,168,169
71088,bo,31,111,95
71089,ou,-23,65,57
71090,ul,137,232,225
71091,lg,1,81,96
71092,ga,121,175,201
71093,bo,-25,47,47
71094,ou,-23,56,49
71095,ul,145,215,224
71096,lg,1,65,71
71097,ga,153,208,217
71098,gl,80,143,137
71099,lo,154,240,217
71100,ou,-32,65,54
71101,ub,87,152,184
71102,bi,104,152,169
71103,ib,151,215,199
71104,bo,64,144,128
71105,ou,-23,64,57
71106,ul,777,849,864
71107,lg,439,504,511
71108,ga,216,320,281
71109,bo,40,113,112
71110,ou,-2,86,71
71111,ul,146,233,234
71112,lg,41,88,128
71113,ga,216,312,263
71114,gl,41,120,112
71115,lo,129,200,208
71116,ou,-22,56,49
71117,ub,73,145,151
71118,bi,40,103,112
71119,ib,89,144,152
71120,bo,1,81,56
71121,ou,-32,55,48
71122,ul,137,225,224
71123,lg,32,104,120
71124,ga,176,248,248
71125,bo,-3,64,38
71126,ou,-3,71,64
71127,ul,135,215,209
71128,lg,-23,40,57
71129,ga,129,200,192
71130,gl,55,151,127
71131,lo,120,208,216
71132,ou,-32,65,56
71133,ub,48,110,145
71134,bi,1,90,63
71135,ib,487,544,576
71136,bo,512,592,569
71137,ou,-24,63,56
71138,ul,145,216,232
71139,lg,56,104,127
71140,ga,129,193,177
71141,bo,1,67,63
71142,ou,-3,86,63
71143,ul,737,795,826
71144,lg,-4,61,54
71145,ga,137,168,202
71146,gl,0,97,80
71147,lo,104,208,201
71148,ou,-40,48,64
71149,ub,56,120,144
71150,bi,72,135,136
71151,ib,113,177,176
71152,bo,23,96,87
71153,ou,-32,38,41
71154,ul,130,210,200
71155,lg,40,95,120
71156,ga,146,225,201
71157,bo,49,128,104
71158,ou,-31,57,48
71159,ul,120,200,208
71160,lg,432,497,512
71161,ga,167,247,232
71162,gl,2,89,81
71163,lo,170,247,257
71164,ou,-7,90,70
71165,ub,89,151,186
71166,bi,50,113,112
71167,ib,113,176,176
71168,bo,1,78,64
71169,ou,-7,81,70
71170,ul,161,231,249
71171,lg,-7,74,63
71172,ga,169,240,250
71173,bo,39,96,102
71174,ou,-24,81,33
71175,ul,208,296,313
71176,lg,312,392,400
71177,ga,168,240,248
71178,gl,41,112,112
71179,lo,153,215,224
71180,ou,-7,90,55
71181,ub,120,191,217
71182,bi,33,81,104
71183,ib,95,168,143
71184,bo,95,150,168
71185,ou,-23,75,32
71186,ul,150,231,248
71187,lg,104,168,185
71188,ga,241,328,305
71189,bo,64,143,136
71190,ou,-30,73,49
71191,ul,279,282,382
71192,lg,0,3,3
71193,ga,138,218,141
71194,gl,69,149,161
71195,lo,94,247,174
71196,ou,-68,31,85
71197,ub,82,168,181
71198,bi,18,99,104
71199,ib,282,386,363
71200,bo,31,168,135
71201,ou,-39,40,98
71202,ul,121,208,200
71203,lg,136,228,223
71204,ga,1,118,93
71205,bo,6,119,98
71206,ou,-39,50,74
71207,ul,108,208,197
71208,lg,-29,49,71
71209,ga,109,208,187
71210,gl,96,175,169
71211,lo,145,234,224
71212,ou,-41,62,48
71213,ub,97,160,200
71214,bi,57,120,120
71215,ib,114,170,177
71216,bo,-3,87,53
71217,ou,-61,65,29
71218,ul,142,238,268
71219,lg,1,80,97
71220,ga,160,280,239
71221,bo,46,138,111
71222,ou,-22,65,70
71223,ul,144,233,231
71224,lg,-25,47,64
71225,ga,193,256,265
71226,gl,40,112,105
71227,lo,137,201,209
71228,ou,-2,103,62
71229,ub,81,128,186
71230,bi,57,127,104
71231,ib,98,161,168
71232,bo,1,64,64
71233,ou,0,100,63
71234,ul,135,217,235
71235,lg,-2,70,80
71236,ga,169,248,241
71237,bo,-2,72,63
71238,ou,-2,86,72
71239,ul,138,236,226
71240,lg,-30,40,68
71241,ga,161,248,231
71242,gl,64,128,129
71243,lo,121,200,185
71244,ou,-33,64,46
71245,ub,64,119,161
71246,bi,65,113,120
71247,ib,71,143,119
71248,bo,113,170,185
71249,ou,-2,86,55
71250,ul,145,225,233
71251,lg,56,111,136
71252,ga,161,225,216
71253,bo,24,90,96
71254,ou,-3,78,63
71255,ul,136,208,217
71256,lg,-32,23,40
71257,ga,138,201,193
71258,gl,98,168,168
71259,lo,137,208,207
71260,ou,-23,65,48
71261,ub,40,103,128
71262,bi,25,89,88
71263,ib,71,136,135
71264,bo,56,119,121
71265,ou,-23,57,40
71266,ul,137,208,217
71267,lg,160,223,231
71268,ga,65,128,128
71269,bo,-3,95,55
71270,ou,-3,78,95
71271,ul,129,216,210
71272,lg,-31,25,56
71273,ga,168,279,224
71274,gl,57,112,128
71275,lo,112,208,167
71276,ou,-32,65,64
71277,ub,120,175,217
71278,bi,1,96,56
71279,ib,89,160,184
71280,bo,1,88,72
71281,ou,-32,58,55
71282,ul,135,214,225
71283,lg,1,81,80
71284,ga,199,655,279
71285,bo,25,73,88
71286,ou,-1,79,47
71287,ul,130,371,210
71288,lg,-1,0,240
71289,ga,55,118,56
71290,gl,29,118,108
71291,lo,138,258,227
71292,ou,-49,50,71
71293,ub,73,139,172
71294,bi,94,178,160
71295,ib,241,316,325
71296,bo,3,129,78
71297,ou,-59,40,67
71298,ul,115,198,214
71299,lg,569,673,652
71300,ga,104,209,208
71301,bo,12,148,105
71302,ou,-59,40,77
71303,ul,108,189,207
71304,lg,128,207,209
71305,ga,42,99,121
71306,gl,80,152,160
71307,lo,143,231,215
71308,ou,-7,81,81
71309,ub,79,160,167
71310,bi,24,96,105
71311,ib,119,199,191
71312,bo,49,128,129
71313,ou,-31,73,48
71314,ul,144,216,248
71315,lg,208,272,280
71316,ga,89,168,153
71317,bo,-2,65,44
71318,ou,-3,86,64
71319,ul,144,240,233
71320,lg,32,87,128
71321,ga,179,289,234
71322,gl,40,96,120
71323,lo,145,208,201
71324,ou,-32,55,31
71325,ub,33,105,120
71326,bi,32,96,104
71327,ib,233,310,297
71328,bo,-7,98,70
71329,ou,-32,72,73
71330,ul,136,215,240
71331,lg,2,89,81
71332,ga,144,232,231
71333,bo,-7,308,64
71334,ou,-236,1,79
71335,ul,0,54,237
71336,lg,-3,70,51
71337,ga,144,232,217
71338,gl,48,120,128
71339,lo,96,208,168
71340,ou,-57,48,55
71341,ub,40,95,145
71342,bi,33,105,88
71343,ib,56,120,128
71344,bo,56,120,120
71345,ou,-24,47,40
71346,ul,137,208,208
71347,lg,41,105,112
71348,ga,168,223,232
71349,bo,25,86,89
71350,ou,1,74,62
71351,ul,113,191,186
71352,lg,33,89,111
